Unnamed: 0,SEM 1 SGPA,SEM 1 KT,SEM 2 SGPA,SEM 2 KT,SEM 3 SGPA,SEM 3 KT,SEM 4 SGPA,SEM 4 KT,Attandance,label
1374,7.89,0,7.93,0,8.27,0,8.0,0,2,1
1375,4.66,4,4.68,1,4.28,1,4.27,0,5,0
1376,9.12,0,9.4,0,8.7,0,8.6,0,4,1
1377,3.6,2,3.8,2,3.7,2,4.1,3,5,0
1378,4.1,3,3.2,1,3.6,2,3.4,2,5,0
1379,4.1,1,3.5,1,3.6,2,3.7,2,5,0
1380,4.2,2,3.8,1,4.7,2,3.8,1,5,0
1381,5.14,0,5.2,2,5.6,1,5.9,0,3,1
1382,8.0,0,8.56,0,7.22,0,7.6,0,1,1
1383,6.9,0,6.5,0,6.7,0,6.2,0,3,1
1384,8.54,0,7.31,0,6.54,0,8.04,0,3,1
1385,4.3,1,3.6,1,3.3,2,4.1,2,5,0
1386,4.87,2,4.54,3,4.56,1,4.32,0,3,0
1387,7.56,0,8.41,0,9.46,0,9.5,0,1,1
1388,3.5,1,4.2,1,4.9,1,4.7,1,5,0
1389,6.2,1,6.2,1,6.3,2,5.6,0,2,1
1390,5.9,0,5.6,0,5.8,1,6.1,0,5,1
1391,5.8,1,5.5,2,6.0,1,6.1,0,2,1
1392,4.32,1,4.89,1,4.98,1,4.25,2,5,0
1393,7.65,0,6.76,0,6.62,0,6.9,0,4,1
1394,3.6,1,3.7,1,4.6,2,4.2,1,5,0
1395,6.69,0,6.8,1,6.42,0,6.5,0,2,1
1396,4.93,0,5.97,0,5.83,0,6.43,0,4,1
1397,5.14,0,5.2,2,5.6,1,5.9,0,3,1
1398,5.9,1,5.7,1,5.6,1,5.8,0,5,1
1399,8.15,0,8.3,0,9.07,0,8.93,0,3,1
1400,6.19,0,6.2,1,6.15,1,7.0,0,4,1
1401,8.78,0,8.64,0,7.93,0,8.96,0,2,1
1402,4.4,1,4.9,1,4.2,4,3.7,0,5,0
1403,7.6,0,8.4,0,7.78,0,7.9,0,1,1
1404,3.8,2,4.6,1,4.6,1,3.4,1,5,0
1405,7.1,0,7.2,0,6.88,0,6.9,0,3,1
1406,6.5,0,6.3,0,6.7,0,6.8,0,4,1
1407,3.8,2,3.6,1,3.4,3,3.7,2,5,0
1408,3.9,2,3.4,1,4.2,2,4.1,1,5,0
1409,4.0,2,4.5,2,4.6,1,4.8,1,4,0
1410,4.9,2,4.8,2,4.2,1,4.6,1,5,0
1411,8.54,0,7.31,0,6.54,0,8.04,0,3,1
1412,3.9,3,3.4,2,4.1,2,4.3,1,5,0
1413,4.97,1,4.87,2,4.15,1,4.0,1,5,0
1414,5.5,0,5.73,0,7.5,0,5.6,0,4,1
1415,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1416,5.8,1,5.2,1,5.3,0,5.9,0,1,1
1417,3.9,1,3.4,1,3.8,2,4.6,1,5,0
1418,7.2,0,8.43,0,6.43,0,6.5,0,5,1
1419,6.15,0,6.09,0,6.0,0,7.1,0,2,1
1420,8.67,0,8.12,0,7.98,0,9.18,0,3,1
1421,4.2,1,3.9,1,3.5,2,3.6,2,5,0
1422,8.67,0,8.12,0,7.98,0,9.18,0,3,1
1423,3.6,1,3.5,1,3.7,2,4.1,1,5,0
1424,7.1,0,7.2,0,6.88,0,6.9,0,3,1
1425,5.56,0,8.41,0,6.04,0,6.2,0,3,1
1426,7.41,0,8.0,0,8.54,0,8.1,0,1,1
1427,6.3,2,6.2,1,6.7,1,6.2,0,5,1
1428,7.89,0,7.37,0,7.65,0,7.6,0,1,1
1429,4.7,2,3.2,2,3.8,2,4.9,0,5,0
1430,4.25,1,4.8,3,4.65,2,4.85,0,5,0
1431,3.6,2,3.9,1,4.2,1,4.8,1,5,0
1432,3.4,1,3.7,2,3.2,1,3.4,2,5,0
1433,4.66,4,4.68,1,4.28,1,4.27,0,5,0
1434,5.8,1,5.2,1,5.3,0,5.9,0,1,1
1435,4.5,2,4.2,3,4.3,1,3.6,2,5,0
1436,7.5,0,6.2,0,6.3,1,6.0,0,2,1
1437,8.25,0,8.2,0,8.26,0,8.3,0,2,1
1438,6.3,0,6.2,0,6.8,0,6.7,0,2,1
1439,4.9,2,4.8,2,4.2,1,4.6,1,5,0
1440,4.25,1,4.8,3,4.65,2,4.85,0,5,0
1441,4.1,2,4.6,3,4.2,1,4.8,3,5,0
1442,4.7,1,4.73,1,4.32,2,4.55,2,5,0
1443,3.8,1,3.7,3,3.3,2,3.2,0,4,0
1444,6.67,0,6.81,0,8.08,0,8.1,0,1,1
1445,6.91,0,9.04,0,7.8,0,7.39,0,3,1
1446,8.14,0,7.0,0,7.6,0,8.2,0,1,1
1447,6.6,0,9.13,0,6.54,0,6.7,0,4,1
1448,3.7,2,4.2,1,3.9,1,4.2,2,5,0
1449,6.69,0,6.8,1,6.42,0,6.5,0,2,1
1450,7.87,0,7.15,0,7.42,0,7.5,0,2,1
1451,4.33,1,4.82,2,4.67,2,4.9,1,3,0
1452,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1453,3.8,2,4.1,1,3.72,1,4.2,2,3,0
1454,8.67,0,8.12,0,7.98,0,9.18,0,3,1
1455,3.7,1,4.9,2,3.7,1,3.5,1,3,0
1456,9.21,0,9.13,0,5.9,0,8.9,0,1,1
1457,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1458,8.89,0,8.26,0,8.04,0,8.5,0,2,1
1459,8.2,0,6.2,0,6.8,0,7.2,0,3,1
1460,6.67,0,6.81,0,8.08,0,8.1,0,1,1
1461,5.8,1,5.5,2,6.0,1,6.1,0,2,1
1462,3.8,2,4.6,1,4.6,1,3.4,1,5,0
1463,4.16,2,3.8,2,3.7,1,4.5,1,5,0
1464,7.7,0,7.63,0,9.85,0,8.8,0,2,1
1465,4.5,1,3.9,3,3.5,1,4.1,2,5,0
1466,6.2,1,6.3,2,5.9,1,5.8,0,4,1
1467,9.16,0,8.56,0,7.22,0,7.0,0,1,1
1468,4.66,4,4.68,1,4.28,1,4.27,0,5,0
1469,6.0,1,5.9,2,5.8,1,5.9,0,2,1
1470,3.9,3,3.4,2,4.1,2,4.3,1,5,0
1471,9.16,0,8.56,0,7.22,0,7.0,0,1,1
1472,3.7,2,4.1,2,4.3,2,3.5,2,3,0
1473,5.67,0,6.81,0,6.6,2,6.5,0,3,1
1474,8.89,0,7.19,0,6.54,0,6.9,0,3,1
1475,4.6,1,3.7,1,3.8,2,3.1,2,5,0
1476,4.2,2,4.3,3,4.7,1,3.1,3,5,0
1477,3.9,1,3.4,1,3.8,2,4.6,1,5,0
1478,5.1,2,5.2,0,5.6,1,5.4,0,3,1
1479,5.5,2,5.2,2,5.85,0,5.9,0,3,1
1480,4.7,1,4.73,1,4.32,2,4.55,2,5,0
1481,4.87,2,4.54,3,4.56,1,4.32,0,3,0
1482,3.4,2,3.5,2,4.6,1,3.5,1,5,0
1483,7.9,0,7.8,0,6.62,0,6.8,0,2,1
1484,7.5,0,7.6,0,7.5,0,6.82,0,2,1
1485,6.6,0,8.1,0,7.5,0,6.8,0,5,1
1486,6.5,0,6.3,0,6.7,0,6.8,0,4,1
1487,4.87,2,4.54,3,4.56,1,4.32,0,3,0
1488,7.56,0,8.41,0,9.46,0,9.3,0,1,1
1489,4.2,3,3.8,2,3.4,1,3.7,0,5,0
1490,7.2,0,7.26,0,7.5,0,8.0,0,3,1
1491,6.2,1,6.3,2,5.9,1,5.8,0,4,1
1492,8.89,0,7.19,0,6.54,0,6.9,0,3,1
1493,4.4,1,4.9,1,4.2,4,3.7,0,5,0
1494,8.3,0,8.74,0,7.25,0,9.0,0,1,1
1495,5.14,0,5.2,2,5.6,1,5.9,0,3,1
1496,7.75,0,7.78,0,7.68,0,8.93,0,2,1
1497,5.67,0,6.81,0,6.6,2,6.5,0,3,1
1498,4.64,1,4.44,2,4.72,2,4.35,1,5,0
1499,5.93,0,5.2,0,5.4,0,6.8,0,4,1
1500,5.8,0,6.15,0,6.09,0,6.0,0,3,1
1501,3.25,2,3.7,2,4.2,1,4.13,1,5,0
1502,3.8,2,4.6,1,4.6,1,3.4,1,5,0
1503,4.93,0,5.97,0,5.83,0,6.43,0,4,1
1504,3.7,1,3.8,2,4.2,2,4.1,1,5,0
1505,7.9,0,7.8,0,6.62,0,6.8,0,2,1
1506,5.56,0,9.24,0,6.15,0,9.0,0,3,1
1507,4.0,2,4.5,2,4.6,1,4.8,1,4,0
1508,7.07,0,7.81,0,7.11,0,7.32,0,2,1
1509,6.0,1,5.9,2,5.8,1,5.9,0,2,1
1510,5.1,2,5.2,0,5.6,1,5.4,0,3,1
1511,3.5,1,3.4,2,4.0,2,4.1,2,5,0
1512,6.2,0,6.3,0,6.0,0,5.6,0,4,1
1513,3.5,2,3.5,2,3.8,1,4.1,2,5,0
1514,8.3,0,8.96,0,8.0,0,7.6,0,1,1
1515,8.3,0,8.12,0,9.35,0,7.3,0,3,1
1516,5.5,2,5.2,2,5.85,0,5.9,0,3,1
1517,3.7,1,3.8,2,4.2,2,4.1,1,5,0
1518,3.7,1,3.9,1,4.8,1,3.7,3,5,0
1519,7.2,0,7.26,0,7.5,0,8.0,0,3,1
1520,7.4,2,5.8,2,5.9,1,5.2,0,4,1
1521,4.5,2,3.9,2,4.6,1,3.6,1,5,0
1522,5.6,1,5.7,1,5.2,1,5.7,0,2,1
1523,7.41,0,8.0,0,8.54,0,8.1,0,1,1
1524,4.9,4,3.95,1,4.1,2,3.7,1,5,0
1525,8.3,0,8.96,0,8.0,0,7.6,0,1,1
1526,4.2,2,3.2,2,3.5,2,3.8,0,5,0
1527,7.56,0,6.5,0,6.01,0,6.07,0,3,1
1528,7.2,0,7.3,0,7.16,0,7.1,0,3,1
1529,6.89,0,7.0,0,6.2,0,6.4,0,3,1
1530,6.67,0,5.8,2,6.2,0,6.3,0,5,1
1531,4.2,2,3.8,1,4.7,2,3.8,1,5,0
1532,8.2,0,7.9,0,9.3,0,9.0,0,3,1
1533,4.0,1,4.2,1,4.3,2,3.7,2,4,0
1534,7.68,0,7.02,0,7.02,0,7.0,0,4,1
1535,3.8,1,4.2,2,4.6,2,3.5,2,3,0
1536,4.16,2,3.8,2,3.7,1,4.5,1,5,0
1537,4.2,1,3.9,1,3.5,2,3.6,2,5,0
1538,8.3,0,8.96,0,8.0,0,7.6,0,1,1
1539,4.5,1,3.9,3,3.5,1,4.1,2,5,0
1540,4.1,2,4.1,2,4.1,1,3.4,2,5,0
1541,5.6,1,5.8,1,5.7,2,6.2,0,1,1
1542,6.5,2,6.1,1,5.0,0,6.2,0,5,1
1543,4.2,2,4.3,3,4.7,1,3.1,3,5,0
1544,3.7,1,3.8,2,4.2,2,4.1,1,5,0
1545,3.7,2,4.1,2,4.3,2,3.5,2,3,0
1546,4.97,1,4.87,2,4.15,1,4.0,1,5,0
1547,8.2,0,6.2,0,6.8,0,7.2,0,3,1
1548,6.5,0,6.3,0,6.7,0,6.8,0,4,1
1549,4.24,1,4.58,1,4.65,2,4.87,1,4,0
1550,6.89,0,6.8,2,6.2,2,6.9,0,2,1
1551,4.27,1,4.19,1,4.17,1,4.27,3,5,0
1552,6.1,0,6.2,0,6.35,0,6.5,0,4,1
1553,6.2,1,6.2,1,6.3,2,5.6,0,2,1
1554,4.97,2,4.95,1,4.87,1,4.85,2,5,0
1555,4.16,2,3.8,2,3.7,1,4.5,1,5,0
1556,4.32,1,4.89,1,4.98,1,4.25,2,5,0
1557,4.2,2,3.2,2,3.5,2,3.8,0,5,0
1558,7.74,0,7.5,1,7.73,0,7.8,0,2,1
1559,6.2,0,6.23,0,5.9,0,5.7,0,1,1
1560,8.71,0,6.8,0,8.0,0,8.0,0,3,1
1561,3.8,1,3.7,3,3.3,2,3.2,0,4,0
1562,3.5,2,3.5,2,3.8,1,4.1,2,5,0
1563,6.89,0,6.8,2,6.2,2,6.9,0,2,1
1564,9.08,0,9.62,0,9.48,0,9.4,0,1,1
1565,3.7,2,4.2,1,3.9,1,4.2,2,5,0
1566,8.78,0,8.64,0,7.93,0,8.96,0,2,1
1567,7.68,0,7.02,0,7.02,0,7.0,0,4,1
1568,5.57,0,5.69,0,5.02,0,5.9,2,4,1
1569,8.2,0,6.2,0,6.8,0,7.2,0,3,1
1570,4.2,1,4.6,1,3.8,1,3.1,1,4,0
1571,5.5,0,5.73,0,7.5,0,5.6,0,4,1
1572,8.14,2,7.2,1,7.6,1,6.3,0,2,1
1573,5.56,0,9.24,0,6.15,0,9.0,0,3,1
1574,4.0,3,3.9,2,3.4,1,3.8,0,5,0
1575,5.8,0,6.15,0,6.09,0,6.0,0,3,1
1576,3.7,1,4.9,2,4.2,2,4.7,2,3,0
1577,6.1,0,6.09,0,6.0,0,6.1,0,3,1
1578,4.33,1,4.82,2,4.67,2,4.9,1,3,0
1579,4.1,2,4.1,2,4.1,1,3.4,2,5,0
1580,7.1,0,7.2,0,6.88,0,6.9,0,3,1
1581,7.22,0,7.04,0,7.5,0,7.0,0,2,1
1582,6.63,0,6.6,0,6.58,0,6.3,0,1,1
1583,7.2,0,7.1,0,6.11,0,6.67,0,4,1
1584,4.8,1,4.6,1,3.4,2,4.9,2,5,0
1585,8.14,2,7.2,1,7.6,1,6.3,0,2,1
1586,6.5,2,6.1,1,5.0,0,6.2,0,5,1
1587,3.6,1,3.8,2,3.4,2,3.3,1,3,0
1588,3.6,1,3.7,1,4.1,1,3.4,3,5,0
1589,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1590,8.67,0,8.12,0,7.98,0,9.18,0,3,1
1591,6.2,1,6.3,2,5.9,1,5.8,0,4,1
1592,3.8,1,4.2,2,4.6,2,3.5,2,3,0
1593,8.3,0,8.12,0,9.35,0,7.3,0,3,1
1594,5.67,0,5.8,1,5.17,0,5.6,0,1,1
1595,7.4,2,5.8,2,5.9,1,5.2,0,4,1
1596,3.5,1,4.2,1,4.9,1,4.7,1,5,0
1597,4.0,3,3.9,2,3.4,1,3.8,0,5,0
1598,4.2,1,4.2,2,3.5,2,4.4,1,5,0
1599,4.8,1,4.6,1,3.4,2,4.9,2,5,0
1600,6.1,0,6.09,0,6.0,0,6.1,0,3,1
1601,7.0,0,7.0,0,7.0,0,7.0,0,3,1
1602,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1603,3.9,1,3.7,2,4.4,2,4.5,3,5,0
1604,3.7,1,4.2,1,3.8,4,4.6,0,5,0
1605,5.67,0,6.81,0,6.6,2,6.5,0,3,1
1606,5.8,0,5.9,0,5.92,0,6.0,0,2,1
1607,4.1,1,3.5,1,3.6,2,3.7,2,5,0
1608,3.9,3,3.4,2,4.1,2,4.3,1,5,0
1609,6.67,0,6.69,0,6.86,0,7.67,0,3,1
1610,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1611,9.0,0,7.02,0,7.41,0,8.1,0,2,1
1612,4.2,2,4.6,2,4.1,1,3.4,2,5,0
1613,8.78,0,8.64,0,7.93,0,8.96,0,2,1
1614,6.91,1,6.6,2,5.82,1,6.1,0,4,1
1615,7.2,0,6.2,0,5.5,0,7.3,0,1,1
1616,7.5,0,7.2,0,6.27,0,7.1,0,2,1
1617,5.9,2,5.8,2,5.6,1,5.9,0,2,1
1618,4.2,1,4.1,2,3.6,1,3.4,1,5,0
1619,3.6,2,3.9,1,4.2,1,4.8,1,5,0
1620,3.7,1,3.8,2,4.2,2,4.1,1,5,0
1621,7.56,0,6.5,0,6.01,0,6.07,0,3,1
1622,3.8,1,3.4,1,4.1,2,4.3,1,5,0
1623,7.3,0,7.2,1,6.77,0,6.9,0,2,1
1624,7.2,0,8.43,0,6.43,0,6.5,0,5,1
1625,6.67,0,7.19,0,6.54,0,6.5,0,3,1
1626,6.98,0,7.2,0,7.4,0,7.6,0,3,1
1627,9.42,0,9.34,0,8.02,0,7.84,0,3,1
1628,4.2,1,4.6,1,3.8,1,3.1,1,4,0
1629,9.08,0,9.62,0,9.48,0,9.4,0,1,1
1630,4.1,2,4.1,2,4.1,1,3.4,2,5,0
1631,4.5,2,4.2,3,4.3,1,3.6,2,5,0
1632,4.2,1,3.9,1,3.5,2,3.6,2,5,0
1633,9.12,0,9.4,0,8.7,0,8.6,0,4,1
1634,4.32,1,4.89,1,4.98,1,4.25,2,5,0
1635,7.4,2,5.8,2,5.9,1,5.2,0,4,1
1636,5.6,1,5.8,1,5.7,2,6.2,0,1,1
1637,4.7,2,3.2,2,3.8,2,4.9,0,5,0
1638,3.9,3,3.5,1,3.7,2,3.3,1,5,0
1639,7.22,0,7.04,0,7.5,0,7.0,0,2,1
1640,4.1,2,4.6,3,4.2,1,4.8,3,5,0
1641,4.69,2,4.25,2,4.65,1,4.48,1,3,0
1642,4.2,2,4.6,2,4.1,1,3.4,2,5,0
1643,4.54,2,4.78,1,4.32,1,4.23,1,5,0
1644,4.7,2,3.2,2,3.8,2,4.9,0,5,0
1645,9.21,0,10.0,0,9.35,0,9.0,0,2,1
1646,4.87,2,4.54,3,4.56,1,4.32,0,3,0
1647,7.2,0,7.1,0,6.43,0,7.3,0,5,1
1648,8.78,0,8.64,0,7.93,0,8.96,0,2,1
1649,6.95,0,7.67,0,6.25,0,6.92,0,5,1
1650,7.04,0,7.85,0,6.32,0,6.68,0,3,1
1651,3.8,2,4.1,1,3.72,1,4.2,2,3,0
1652,7.44,0,7.41,0,8.32,0,8.29,0,2,1
1653,4.66,4,4.68,1,4.28,1,4.27,0,5,0
1654,6.3,0,6.5,0,5.5,0,5.9,0,4,1
1655,4.1,3,3.2,1,3.6,2,3.4,2,5,0
1656,3.6,1,3.5,1,3.7,2,4.1,1,5,0
1657,3.2,1,3.9,1,3.8,2,3.5,1,5,0
1658,5.67,0,6.81,0,6.6,2,6.5,0,3,1
1659,4.78,1,4.67,2,4.15,2,4.28,1,5,0
1660,3.25,2,3.7,2,4.2,1,4.13,1,5,0
1661,3.5,2,4.1,1,3.9,1,3.7,2,5,0
1662,3.9,2,3.4,2,4.2,2,3.7,0,4,0
1663,3.8,2,3.6,1,3.4,3,3.7,2,5,0
1664,5.67,0,6.81,0,6.6,2,6.5,0,3,1
1665,8.19,0,8.5,0,8.26,0,8.3,0,2,1
1666,4.5,2,4.2,3,4.3,1,3.6,2,5,0
1667,3.7,1,4.9,2,3.7,1,3.5,1,3,0
1668,7.68,0,7.02,0,7.02,0,7.0,0,4,1
1669,5.7,2,5.85,1,5.6,2,6.0,0,3,1
1670,8.2,0,8.5,0,8.3,0,7.9,0,2,1
1671,6.0,0,5.0,0,7.0,0,6.5,0,4,1
1672,6.6,0,9.13,0,6.54,0,6.7,0,4,1
1673,8.19,0,9.04,0,8.1,0,8.5,0,4,1
1674,3.6,1,3.95,2,4.25,1,3.94,2,5,0
1675,7.2,0,7.1,0,6.54,0,7.84,0,2,1
1676,8.19,0,8.5,0,8.26,0,8.3,0,2,1
1677,4.85,1,4.95,1,4.67,2,4.37,1,5,0
1678,6.5,2,6.1,1,5.0,0,6.2,0,5,1
1679,8.78,0,8.64,0,7.93,0,8.96,0,2,1
1680,7.4,2,5.8,2,5.9,1,5.2,0,4,1
1681,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1682,5.8,0,5.9,1,5.9,0,6.0,0,3,1
1683,3.7,2,4.1,2,4.3,2,3.5,2,3,0
1684,4.2,2,4.3,3,4.7,1,3.1,3,5,0
1685,7.68,0,7.02,0,7.02,0,7.0,0,4,1
1686,4.2,1,4.1,1,4.5,4,4.8,0,4,0
1687,6.1,2,6.1,1,6.5,2,5.9,0,3,1
1688,6.67,0,6.81,0,8.08,0,8.1,0,1,1
1689,6.91,0,9.04,0,7.8,0,7.39,0,3,1
1690,6.95,0,7.67,0,6.25,0,6.92,0,5,1
1691,5.8,1,5.5,2,6.0,1,6.1,0,2,1
1692,3.4,2,3.5,2,4.6,1,3.5,1,5,0
1693,5.65,0,5.7,2,5.9,2,5.8,0,3,1
1694,7.0,0,7.0,0,7.0,0,7.0,0,3,1
1695,5.8,0,6.0,0,6.2,0,6.1,0,3,1
1696,4.66,4,4.68,1,4.28,1,4.27,0,5,0
1697,4.2,1,4.1,1,4.5,4,4.8,0,4,0
1698,6.91,1,6.6,2,5.82,1,6.1,0,4,1
1699,7.1,0,6.85,0,7.2,1,7.3,0,3,1
1700,4.2,1,3.9,1,3.5,2,3.6,2,5,0
1701,3.9,3,3.4,2,4.1,2,4.3,1,5,0
1702,3.5,1,4.2,1,4.9,1,4.7,1,5,0
1703,5.1,2,5.2,0,5.6,1,5.4,0,3,1
1704,5.7,2,5.85,1,5.6,2,6.0,0,3,1
1705,8.32,0,8.16,0,7.41,0,7.6,0,3,1
1706,6.67,0,6.69,0,6.86,0,7.67,0,3,1
1707,8.15,0,8.3,0,9.07,0,8.93,0,3,1
1708,3.7,1,4.2,1,3.8,4,4.6,0,5,0
1709,3.8,3,4.8,3,3.2,2,4.9,1,5,0
1710,5.6,1,5.7,1,5.2,1,5.7,0,2,1
1711,4.2,2,3.8,1,4.7,2,3.8,1,5,0
1712,3.25,2,3.7,2,4.2,1,4.13,1,5,0
1713,9.48,0,9.69,0,8.89,0,8.9,0,1,1
1714,5.56,0,8.41,0,6.04,0,6.2,0,3,1
1715,4.5,2,3.9,2,4.6,1,3.6,1,5,0
1716,8.78,0,8.64,0,7.93,0,8.96,0,2,1
1717,3.5,2,3.5,2,3.8,1,4.1,2,5,0
1718,4.6,1,3.5,1,4.6,2,3.9,1,5,0
1719,5.67,0,6.81,0,6.6,2,6.5,0,3,1
1720,7.2,0,7.26,0,7.5,0,8.0,0,3,1
1721,3.7,2,4.1,2,4.3,2,3.5,2,3,0
1722,3.6,1,3.95,2,4.25,1,3.94,2,5,0
1723,9.48,0,9.69,0,8.89,0,8.9,0,1,1
1724,8.14,0,7.0,0,7.6,0,8.2,0,1,1
1725,8.3,0,8.7,0,8.2,0,8.1,0,2,1
1726,7.1,0,6.85,0,7.2,1,7.3,0,3,1
1727,3.7,1,4.9,2,3.7,1,3.5,1,3,0
1728,5.67,0,5.8,1,5.17,0,5.6,0,1,1
1729,5.14,0,5.2,2,5.6,1,5.9,0,3,1
1730,7.3,0,7.2,1,6.77,0,6.9,0,2,1
1731,8.32,0,8.16,0,7.41,0,7.6,0,3,1
1732,3.8,1,3.4,1,4.1,2,4.3,1,5,0
1733,6.63,0,6.6,0,6.58,0,6.3,0,1,1
1734,4.69,2,4.25,2,4.65,1,4.48,1,3,0
1735,6.0,1,6.15,0,6.2,2,5.9,0,4,1
1736,8.32,0,8.16,0,7.41,0,7.6,0,3,1
1737,5.8,0,5.9,1,5.9,0,6.0,0,3,1
1738,4.2,1,4.1,1,4.5,4,4.8,0,4,0
1739,4.64,1,4.21,1,4.31,1,4.19,1,5,0
1740,7.2,0,7.26,0,7.5,0,8.0,0,3,1
1741,4.7,2,3.2,2,3.8,2,4.9,0,5,0
1742,6.3,2,6.2,1,6.7,1,6.2,0,5,1
1743,4.2,2,4.6,2,4.1,1,3.4,2,5,0
1744,4.7,2,3.2,2,3.8,2,4.9,0,5,0
1745,4.2,2,4.6,2,4.1,1,3.4,2,5,0
1746,4.2,1,4.1,1,4.5,4,4.8,0,4,0
1747,7.9,0,7.8,0,6.62,0,6.8,0,2,1
1748,6.9,0,6.5,0,6.7,0,6.2,0,3,1
1749,6.0,1,5.9,2,5.8,1,5.9,0,2,1
1750,3.8,1,3.9,2,4.6,1,3.9,2,5,0
1751,9.58,0,9.46,0,8.2,0,7.1,0,1,1
1752,7.3,0,7.2,1,6.77,0,6.9,0,2,1
1753,7.74,0,7.5,1,7.73,0,7.8,0,2,1
1754,5.1,2,5.2,0,5.6,1,5.4,0,3,1
1755,6.1,2,5.2,1,5.4,1,5.9,0,3,1
1756,7.2,0,7.96,0,6.39,0,7.3,0,2,1
1757,4.5,2,3.9,2,4.6,1,3.6,1,5,0
1758,5.5,0,5.73,0,7.5,0,5.6,0,4,1
1759,6.19,0,6.2,1,6.15,1,7.0,0,4,1
1760,5.75,0,6.54,0,5.9,0,5.98,0,1,1
1761,6.2,1,9.0,1,6.3,1,6.8,0,3,1
1762,4.2,1,4.1,1,4.5,4,4.8,0,4,0
1763,9.0,0,7.02,0,7.41,0,8.1,0,2,1
1764,5.67,0,5.8,1,5.17,0,5.6,0,1,1
1765,3.8,4,4.2,2,4.2,1,3.8,2,4,0
1766,3.7,1,4.9,2,4.2,2,4.7,2,3,0
1767,9.21,1,8.35,0,6.7,2,8.1,0,2,1
1768,3.6,2,3.8,2,3.7,2,4.1,3,5,0
1769,5.9,1,5.7,1,5.6,1,5.8,0,5,1
1770,4.2,1,3.9,1,3.5,2,3.6,2,5,0
1771,4.1,1,3.5,1,3.6,2,3.7,2,5,0
1772,5.9,1,5.6,1,6.0,2,6.1,0,4,1
1773,6.67,0,5.8,2,6.2,0,6.3,0,5,1
1774,4.0,2,4.5,2,4.6,1,4.8,1,4,0
1775,5.57,0,5.69,0,5.02,0,5.9,2,4,1
1776,7.6,0,8.4,0,7.78,0,7.9,0,1,1
1777,8.19,0,9.04,0,8.1,0,8.5,0,4,1
1778,4.9,2,4.8,2,4.2,1,4.6,1,5,0
1779,6.89,0,6.8,2,6.2,2,6.9,0,2,1
1780,6.3,0,6.2,0,6.8,0,6.7,0,2,1
1781,4.8,0,7.85,0,7.43,0,7.5,0,2,1
1782,4.3,1,4.6,1,3.4,1,3.8,2,5,0
1783,6.67,1,8.41,2,8.0,1,6.2,0,2,1
1784,9.21,0,9.38,0,9.43,0,9.1,0,2,1
1785,4.0,2,4.5,2,4.6,1,4.8,1,4,0
1786,8.78,0,8.64,0,7.93,0,8.96,0,2,1
1787,6.6,2,6.1,2,5.9,1,6.2,0,2,1
1788,3.9,2,3.4,1,4.2,2,4.1,1,5,0
1789,4.4,1,4.9,1,4.2,4,3.7,0,5,0
1790,5.6,1,5.8,1,5.7,2,6.2,0,1,1
1791,3.5,2,4.1,1,3.9,1,3.7,2,5,0
1792,7.7,0,7.63,0,9.85,0,8.8,0,2,1
1793,7.04,0,7.85,0,6.32,0,6.68,0,3,1
1794,6.3,0,6.5,0,5.5,0,5.9,0,4,1
1795,6.2,1,6.3,2,5.9,1,5.8,0,4,1
1796,7.44,0,7.41,0,8.32,0,8.29,0,2,1
1797,4.78,2,4.65,2,4.61,1,4.21,1,4,0
1798,9.16,0,8.56,0,7.22,0,7.0,0,1,1
1799,8.32,0,8.16,0,7.41,0,7.6,0,3,1
1800,4.5,2,3.9,2,4.6,1,3.6,1,5,0
1801,3.7,1,4.2,1,3.8,4,4.6,0,5,0
1802,3.9,3,3.4,2,4.1,2,4.3,1,5,0
1803,8.12,0,7.93,0,8.0,0,8.1,0,2,1
1804,5.93,0,5.2,0,5.4,0,6.8,0,4,1
1805,5.8,0,5.9,0,5.92,0,6.0,0,2,1
1806,3.7,1,4.9,2,3.7,1,3.5,1,3,0
1807,4.9,2,3.5,2,4.7,2,3.1,0,5,0
1808,7.44,0,7.41,0,8.32,0,8.29,0,2,1
1809,8.15,0,7.8,0,8.18,0,9.0,0,3,1
1810,4.69,2,4.25,2,4.65,1,4.48,1,3,0
1811,4.3,1,4.6,1,3.4,1,3.8,2,5,0
1812,7.65,0,6.76,0,6.62,0,6.9,0,4,1
1813,5.6,1,5.7,1,5.2,1,5.7,0,2,1
1814,8.15,0,8.3,0,9.07,0,8.93,0,3,1
1815,7.2,1,8.43,1,8.88,1,6.3,0,2,1
1816,5.67,0,6.81,0,6.6,2,6.5,0,3,1
1817,6.67,0,7.19,0,6.54,0,6.5,0,3,1
1818,8.19,0,8.5,0,8.26,0,8.3,0,2,1
1819,6.2,0,6.23,0,5.9,0,5.7,0,1,1
1820,6.89,0,7.6,0,7.9,0,7.8,0,1,1
1821,3.6,1,3.5,1,4.2,2,4.1,2,5,0
